#of artifacts,artifact trend,perf. as reviewer,avg. quality of reviewer ,author's cummulated quality,duration(days),complexity,consistency in load,consistency in quality,total defects count
6,3,13,1129,0.000459982,2.333333333,15,0.181818182,13.2,1
3,1,0,1901,0.00082751,4.333333333,3,0.090909091,7.333333333,0
3,3,0,795.6666667,0,1.333333333,4,0.090909091,33,5
2,-1,0,1373,0.000827662,1.5,2,0.060606061,7.333333333,0
3,-3,0,1371.666667,0.000459897,3.666666667,7.5,0.090909091,13.2,2
2,-9,17.5,1640,0.002205477,1,2,0.060606061,2.75,0
3,0,0,1901,0.000827358,3,3,0.090909091,7.333333333,1
3,3,0,1697,0,14.33333333,4.5,0.176470588,17,10
14,11,0,1581.357143,0.000297111,26.78571429,21,0.823529412,4.25,66
2,1,0,92,0,23,0,0.666666667,3,0
1,1,0,92,0,20,0,0.333333333,3,0
22,22,0,1750.545455,0,4.272727273,22,0.55,40,15
4,-10,0,1780,0,6.25,4,0.1,40,3
14,-8,0,1764.571429,0,3.714285714,14,0.35,40,0
12,8,58.5,1912,0,4.666666667,18,0.5,24,75
4,4,0,1335.75,0,25,6,0.166666667,24,72
3,-9,0,1912,0.00031967,2.666666667,4.5,0.125,5.333333333,70
5,2,0,1912,0.007245347,2,7.5,0.208333333,0.235294118,59
2,-2,0,1087,0.007078179,20.5,2.5,0.153846154,0.234234234,23
1,0,2.5,896,0.005995663,6,2.5,0.076923077,0.276595745,1
1,-1,0,896,0.005677469,6,2.5,0.076923077,0.292134831,2
2,2,0,1665,0,7,2,0.153846154,13,51
2,1,0,1328,0.005422993,4.5,3.5,0.153846154,0.305882353,6
1,-1,0,1760,0.005423686,1,1,0.076923077,0.305882353,0
4,3,0,1087,0.006122449,9.5,8,0.307692308,0.270833333,4
1,0,0,618,0,1,0,0.2,5,0
1,0,0,618,0,1,0,0.2,5,0
1,0,0,618,0,2,0,0.2,5,0
1,1,0,618,0,0,0,0.2,5,0
1,0,0,618,0,6,0,0.2,5,0
1,-1,37,813,0,17,1.5,0.333333333,3,19
2,2,26.5,1153,0,7.5,3,0.666666667,3,12
11,11,6,1026.181818,0,6.636363636,17,0.164179104,67,8
5,-3,6,322,0.000397035,7.8,7.5,0.074626866,11.16666667,0
23,20,0,1036.130435,0.000396957,1.217391304,38,0.343283582,11.16666667,7
3,-8,1.5,196,0.000396983,19.33333333,4.5,0.044776119,11.16666667,0
8,2,6,1053.875,9.93E-05,3.75,14,0.119402985,44.66666667,33
6,-5,1.5,1251.5,0,1.5,11,0.089552239,67,2
11,6,0,1178.545455,0.000397009,2.181818182,14,0.164179104,11.16666667,9
1,0,2.5,1654,0.00476972,1,1.5,0.083333333,0.258064516,0
2,0,22.5,1832,0.003130131,4,5,0.166666667,0.393442623,1
2,0,52.5,1597.5,0.002206713,17.5,5,0.166666667,0.558139535,7
2,2,31,1169.5,0,0,5,0.166666667,12,11
1,-1,0,1602,0.003232427,1,2.5,0.083333333,0.380952381,0
1,0,13.5,1901,0.003231432,10,0,0.083333333,0.380952381,10
2,1,33,985,0.003232095,7,5,0.166666667,0.380952381,0
1,-1,7,1002,0.003231764,45,2.5,0.083333333,0.380952381,0
1,-3,0,1846,0.038935034,0,1.5,0.043478261,0.087619048,1
4,2,0,1846,0.036715621,3.75,6,0.173913043,0.092929293,27
2,-3,0,1846,0.013204748,31.5,3,0.086956522,0.258426966,111
5,3,0,1927,0.011722808,54.2,7.5,0.217391304,0.291139241,19
2,0,0,1927,0.010537251,13,3,0.086956522,0.323943662,7
1,1,0,1927,0,49,1.5,0.043478261,23,7
2,-2,0,1927,0.007200119,17.5,3,0.086956522,0.474226804,6
2,0,0,1927,0.008312305,33,3,0.086956522,0.410714286,9
4,3,0,1871.5,0.001410542,98,6,0.173913043,2.421052632,69
1,1,0,1323,0,48,0,0.142857143,7,25
6,5,0,1453.166667,0.116795367,1.833333333,6,0.857142857,0.115702479,5
2,2,34,1338,0,6,3.5,0.064516129,31,27
2,-3,0,1037.5,0.002363032,4,5,0.064516129,2.296296296,0
4,2,0,1496.5,0.002535852,3.5,6,0.129032258,2.137931034,0
2,-3,83.5,934,0.002536295,16,4,0.064516129,2.137931034,0
5,4,9,1014.6,0.00192577,12,12.5,0.161290323,2.818181818,5
2,0,0,574,0.002362618,9.5,5,0.064516129,2.296296296,0
3,-1,0,1286,0.002534965,3.333333333,6.5,0.096774194,2.137931034,15
5,4,9,923,0.002361791,4.4,12.5,0.161290323,2.296296296,3
1,-1,0,1948,0,34,2.5,0.032258065,31,7
1,-1,73,173,0.002362205,14,2.5,0.032258065,2.296296296,0
4,0,238,1301.25,0.002535408,7,8,0.129032258,2.137931034,25
1,1,0,1593,0,11,1.5,1,1,9
3,-9,0,1734,0.00088574,9.333333333,0,0.09375,2.666666667,1
2,0,12,542,0.00055371,15.5,5,0.0625,4.266666667,8
2,2,0,1009.5,0,9,0,0.0625,32,8
12,1,0,1614.75,0.000885805,7.416666667,0,0.375,2.666666667,7
2,-1,5.5,1448,0.000885674,7.5,0,0.0625,2.666666667,9
11,9,0,1636.363636,0.00088587,6.363636364,0,0.34375,2.666666667,1
1,-1,0,609,0.211050725,3,2.5,0.016393443,0.52360515,2
1,-3,0,1747,0.126605505,6,2.5,0.016393443,0.884057971,2
9,8,20,1481.888889,0.173952641,16.77777778,21.5,0.147540984,0.638743455,25
4,1,0,1489.5,0.121323529,5.5,8,0.06557377,0.924242424,38
1,1,0,1519,0,17,2.5,0.016393443,61,3
3,1,5,1319.666667,0.107734807,5.666666667,5,0.049180328,1.042735043,8
1,-5,0,411,0.01682243,5,1.5,0.016393443,6.777777778,0
2,-3,0,1747,0.096863469,3,3,0.032786885,1.161904762,4
5,4,0,1287.4,0.095194085,3.4,9,0.081967213,1.184466019,4
1,-1,0,1519,0.090740741,1,2.5,0.016393443,1.244897959,2
1,0,0,1519,0.016791045,10,2.5,0.016393443,6.777777778,3
1,-1,0,1137,0.152650823,5,2.5,0.016393443,0.730538922,0
1,-3,0,1747,0.068773234,7,2.5,0.016393443,1.648648649,5
2,-1,0,823.5,0.211433757,2,5,0.032786885,0.52360515,1
2,1,0,1473,0.131868132,0.5,5,0.032786885,0.847222222,7
2,1,3,1185,0.084415584,3,4,0.032786885,1.340659341,6
10,9,0,930.8,0.214285714,2.9,25,0.163934426,0.514767932,12
6,5,0,1577.666667,0.007490637,14.16666667,10.5,0.098360656,15.25,16
1,0,3.5,1519,0.152372263,2,2.5,0.016393443,0.730538922,8
4,3,8.5,1380,0.023277467,1,10,0.06557377,4.88,25
3,-6,5.5,1357,0.204545455,3.666666667,6.5,0.049180328,0.542222222,5
2,0,0,1711,0.00638241,8.5,2,0.083333333,0.251308901,4
1,0,3.5,1152,0.003643048,20,1,0.041666667,0.440366972,3
1,0,2,847,0.003643292,0,1,0.041666667,0.440366972,0
1,0,2.5,1579,0.002640727,8,1,0.041666667,0.607594937,8
1,-2,8.5,1583,0.002640904,1,1,0.041666667,0.607594937,0
3,1,15,1722.333333,0.002641081,4,3,0.125,0.607594937,7
2,1,16.5,1686.5,0.002440655,0.5,2,0.083333333,0.657534247,2
1,-5,0,1579,0.00093633,3,1,0.041666667,1.714285714,8
2,1,0,1687,0.005513969,5,2,0.083333333,0.290909091,6
1,-1,30.5,1794,0.002006152,4,1,0.041666667,0.8,5
6,6,33.5,1627,0,9.333333333,6,0.25,24,15
2,1,5,1579,0.001705343,2.5,2,0.083333333,0.941176471,14
1,0,0,1711,0.004010427,29,1,0.041666667,0.4,15
2,2,0,1104,0,0.5,5,0.222222222,9,12
1,-3,5.5,1953,0.003708158,11,1,0.111111111,0.162162162,9
1,-1,2,518,0.000534581,0,2.5,0.111111111,1.125,0
1,0,0,1943,0.004409407,1,0,0.111111111,0.136363636,72
4,3,1,1286,0.000534545,11.25,7,0.444444444,1.125,37
1,1,0,726,0,28,0,0.333333333,3,16
2,1,0,1273,0.002602764,33,0,0.666666667,0.103448276,1
1,-2,5.5,1836,0.004657489,5,1,0.058823529,0.300884956,2
6,6,0,1832,0,12,9,0.352941176,17,19
3,1,0,1848.666667,0.004534213,4.333333333,4.5,0.176470588,0.309090909,6
2,-3,0,1604.5,0.001236705,157.5,3,0.117647059,1.133333333,17
5,-1,24.5,1863.6,0.000865765,10,7.5,0.294117647,1.619047619,20
3,1,0,50,0.012865497,11,4.5,0.214285714,0.636363636,0
1,-3,82.5,50,0.012888108,1,1.5,0.071428571,0.636363636,0
4,4,18.5,616.75,0,3.25,6,0.285714286,14,14
2,1,1.5,50,0.012873025,1,3,0.142857143,0.636363636,0
1,0,0,50,0.012880562,2,1.5,0.071428571,0.636363636,0
2,1,1.5,212,0.012850467,1.5,3,0.142857143,0.636363636,1
1,-2,3,50,0.012857978,1,1.5,0.071428571,0.636363636,0
1,1,0,733,0,0,1,0.25,4,0
3,2,0,774,0,2.666666667,3,0.75,4,12
7,7,0,1834,0,21.85714286,17.5,0.184210526,38,19
6,5,0,1543.333333,0.008012821,49.5,15,0.157894737,1.085714286,13
8,3,0,1866.625,0.004010082,78.625,20,0.210526316,2.171428571,38
1,-3,0,1782,0.00767117,21,2.5,0.026315789,1.134328358,1
5,0,0,1834,0.002406601,77.8,12.5,0.131578947,3.619047619,20
2,-6,6,1779,0.004352806,30,4,0.052631579,2,6
5,-2,26.5,1834,0.001834021,44.6,12.5,0.131578947,4.75,12
4,2,0,1796.25,0.006413193,44,9,0.105263158,1.357142857,6
1,-1,0,1948,0.007707859,20,1.5,0.037037037,0.295081967,9
3,3,55,1537,0,13.33333333,5.5,0.111111111,27,44
2,-5,0,1953,0.004170177,19.5,0,0.074074074,0.545454545,30
3,0,0,1598.666667,0.001179941,21,5.5,0.111111111,1.928571429,16
4,1,66,1650,0.003075497,16.75,10,0.148148148,0.739726027,35
3,0,19.5,1769.333333,0.002907222,10.66666667,3.5,0.111111111,0.782608696,11
7,3,125.5,1650,0.003959896,11.85714286,2.5,0.259259259,0.574468085,62
3,0,50,1189,0.002696781,12,4.5,0.111111111,0.84375,9
1,0,0,1948,0.009391846,13,0,0.037037037,0.242152466,2
10,7,7,968,0,9.1,25,0.454545455,22,4
3,1,8,759.6666667,0.005039119,6,7.5,0.136363636,0.578947368,7
2,1,4,968,0.005039788,5.5,5,0.090909091,0.578947368,2
3,3,11.5,968,0,21.66666667,7.5,0.136363636,22,5
1,-9,7.5,968,0,26,2.5,0.045454545,22,5
1,0,17.5,968,0.002719554,7,2.5,0.045454545,1.073170732,7
1,0,13,968,0.000995091,8,2.5,0.045454545,2.933333333,6
1,0,0,968,0.005040456,1,2.5,0.045454545,0.578947368,0
6,0,30.5,1502.333333,0.002533455,5.333333333,15,0.206896552,0.743589744,6
1,-1,4.5,1191,0.002306543,12,2.5,0.034482759,0.816901408,1
6,5,0,799.8333333,0.002533619,0.333333333,10.5,0.206896552,0.743589744,0
2,1,18,1156,0.00214425,4.5,3,0.068965517,0.878787879,7
1,-1,0,1287,0.001786991,6,1.5,0.034482759,1.054545455,4
5,5,0,1477.4,0,5.6,9.5,0.172413793,29,27
2,-1,12.5,1363.5,0.001722121,12.5,5,0.068965517,1.094339623,6
3,1,0,1659.333333,0.001624748,6.666666667,6.5,0.103448276,1.16,9
1,0,0,1520,0.002371362,14,2.5,0.034482759,0.794520548,2
2,-3,0,1763,0.000194982,11,5,0.068965517,9.666666667,19
1,1,5,1826,0,2,2.5,1,1,1
1,1,0,1817,0,47,0,1,1,16
4,2,23.5,1578.75,0.001602821,4.75,4,0.4,0.5,15
4,0,36.5,1599,0.002844779,11.75,4,0.4,0.281690141,42
2,2,0,1658,0,3,2,0.2,10,16
4,2,0,487,0.001106195,9.25,0,0.333333333,8,15
3,2,7.5,837.3333333,0,9,0,0.25,12,1
1,0,7.5,969,0.001107829,6,0,0.083333333,8,0
2,1,0,278,0.001107011,27,5,0.166666667,8,0
1,1,0,278,0,82,0,0.083333333,12,0
1,-2,0,387,0.001108647,2,0,0.083333333,8,0
6,6,0,1574,0,25.83333333,0,1,6,42
2,0,0,1636,0.001530055,12.5,3,0.285714286,0.333333333,19
1,-1,0,1636,0.003278211,6,1.5,0.142857143,0.155555556,0
2,0,0,1636,0.003059886,9,3,0.285714286,0.166666667,5
2,2,0,1636,0,25,3,0.285714286,7,216
4,0,3.5,704.25,0.000237756,5.25,6,0.102564103,15.6,0
1,1,0,793,0,3,1.5,0.025641026,39,0
3,-6,5.5,324.6666667,0.00023771,0.333333333,4.5,0.076923077,15.6,0
18,17,22.5,793,0,5.166666667,27,0.461538462,39,4
4,-14,1,793,0.000237778,0.5,6,0.102564103,15.6,0
9,5,0,439,0.000237733,11.66666667,13.5,0.230769231,15.6,2
2,2,0,1414,0,33,2,0.25,8,2
6,4,0,1479.666667,0,38.66666667,6,0.75,8,13
2,1,1,1104,0.011892451,3.5,3.5,0.034482759,0.360248447,1
1,-1,0,1707,0.018091862,11,2.5,0.017241379,0.236734694,2
1,-8,0,1052,0.011819458,6,1.5,0.017241379,0.3625,1
9,7,0,1621,0.011820331,10.77777778,14.5,0.155172414,0.3625,15
2,2,3,1495,0,114.5,1,0.034482759,58,4
2,-4,13.5,1837,0.011599557,7.5,3.5,0.034482759,0.369426752,2
6,4,0,1870.5,0.004100783,16.5,13,0.103448276,1.045045045,123
2,-1,5,1870.5,0.002697111,26,0,0.034482759,1.589041096,107
13,11,7,1888.846154,0.000739153,18.07692308,1.5,0.224137931,5.8,267
2,0,10,1707,0.011891572,6.5,0,0.034482759,0.360248447,40
4,3,0,984,0.018238204,14.5,0,0.068965517,0.234817814,13
2,0,1.5,1093,0.001071613,16.5,4,0.034482759,4,15
5,3,20,1756.2,0.017651403,6.4,0,0.086206897,0.242677824,20
3,1,0,1285,0.001773574,39.33333333,2.5,0.051724138,2.416666667,83
2,-3,3,1707,0.017834724,3,5,0.034482759,0.240165631,3
2,-11,0,1837,0.000739098,5.5,4,0.034482759,5.8,12
10,7,3,1566.4,0.036176042,3,20.5,0.238095238,0.099408284,3
1,-5,1.5,1625,0.033142074,33,1.5,0.023809524,0.108527132,15
3,-4,16.5,1826.333333,0.031948608,14.33333333,7.5,0.071428571,0.112600536,5
3,3,0,1839.666667,0,21.66666667,7.5,0.071428571,42,122
7,5,0,1799.428571,0.030023985,44.28571429,17.5,0.166666667,0.119828816,80
2,1,0,1918,0.024635818,23,5,0.047619048,0.146086957,30
2,1,23.5,1751,0.030026557,0.5,5,0.047619048,0.119828816,1
1,0,0,1864,0.027287526,13,2.5,0.023809524,0.131868132,21
3,2,43,1234,0.035280014,36.33333333,4.5,0.071428571,0.101941748,24
1,-1,2.5,1332,0.02681861,115,2.5,0.023809524,0.134185304,3
6,3,274.5,1918,0.031945872,0.666666667,15,0.142857143,0.112600536,23
2,-8,19.5,1352,0.036172945,1,5,0.047619048,0.099408284,1
1,-2,0,1918,0.021167195,10,2.5,0.023809524,0.170040486,27
1,-1,3,1131,0.00516129,6,1.5,0.055555556,0.9,0
2,1,6,1505,0.003871967,21.5,3,0.111111111,1.2,5
3,0,0,1292,0.001550388,7,5.5,0.166666667,3,3
1,1,19.5,1131,0,16,1.5,0.055555556,18,2
3,-1,33.5,606.3333333,0.001033859,7.333333333,4.5,0.166666667,4.5,5
1,-1,3,1131,0.00232438,6,1.5,0.055555556,2,1
2,-1,0,1879,0.002324981,0.5,0,0.111111111,2,0
4,3,22,1131,0.000775595,8,6,0.222222222,6,6
1,0,0,1131,0.002711077,14,1.5,0.055555556,1.714285714,3
1,1,0,1591,0,7,0,0.5,2,29
1,0,0,1550,0.003584377,225,0,0.5,0.045977011,27
10,10,0,174,0,0.3,13.5,1,10,0
2,1,0,1802,0.003696796,607.5,2,0.0625,0.576576577,0
1,-1,49.5,1802,0.004561801,106,2.5,0.03125,0.467153285,8
1,0,0,1846,0.003697042,4,1.5,0.03125,0.576576577,0
1,-9,0,700,0.003697289,0,1.5,0.03125,0.576576577,0
2,0,16,1802,0.00369655,10,5,0.0625,0.576576577,6
2,-5,0,1927,0.001932174,84.5,3,0.0625,1.103448276,50
2,1,50,1791.5,0.005626581,28,5,0.0625,0.378698225,13
2,0,52.5,1802,0.004029304,18.5,5,0.0625,0.52892562,14
10,8,0,1927,0.002864757,52.4,15,0.3125,0.744186047,122
1,1,32.5,1781,0,4,2.5,0.03125,32,3
7,6,0,1927,0.00029984,81.85714286,10.5,0.21875,7.111111111,127
1,0,75,1802,0.005427183,3,2.5,0.03125,0.392638037,2
15,13,0,1696.666667,0.042509528,30.4,37.5,0.428571429,0.24137931,205
8,3,480.5,1854.375,0.018779343,13.75,20,0.228571429,0.546875,144
5,5,115,1817.8,0,12.4,12.5,0.142857143,35,89
5,-3,133.5,1827.6,0.032120857,3,12.5,0.142857143,0.319634703,6
2,-3,42,1895.5,0.032111437,12.5,5,0.057142857,0.319634703,35
1,0,0,1866,0.010355663,42,2.5,0.037037037,0.186206897,17
2,2,0,1889.5,0,10,5,0.074074074,27,13
1,-1,3,1866,0.00967788,14,0,0.037037037,0.199261993,5
5,3,84.5,1875.4,0.001393554,9,0,0.185185185,1.384615385,28
2,-1,13,1834,0.007178571,5.5,5,0.074074074,0.268656716,30
3,-2,16.5,1879.333333,0.004928923,7,2.5,0.111111111,0.391304348,25
5,4,44.5,1894.2,0.004714959,5.6,0,0.185185185,0.409090909,13
3,-2,253,1593,0.001572102,8,0,0.111111111,1.227272727,15
1,-1,12,1593,0.003250929,2,0,0.037037037,0.593406593,1
2,-1,62.5,1753,0.002215077,16,0,0.074074074,0.870967742,12
1,0,0,1630,0.012425909,98,2.5,0.037037037,0.155172414,10
1,0,4,1866,0.003429306,2,0,0.037037037,0.5625,11
2,1,0,1164,0.001692456,3.5,5,0.055555556,2.571428571,6
1,0,0,1782,0.00054407,208,2.5,0.027777778,8,5
1,-3,12,1700,0.000544135,0,1.5,0.027777778,8,0
22,17,63,1775.818182,0.000362845,33,36,0.611111111,12,35
5,4,0,1702.4,0.000181444,26,9.5,0.138888889,24,3
4,-18,52,1735,0.000362801,30.5,6,0.111111111,12,8
1,1,0,1700,0,38,1,0.027777778,36,1
7,5,0,1333.714286,0.005426151,2.142857143,14.5,0.14893617,2.292682927,2
2,-6,18.5,1282,0.005427588,0.5,4,0.042553191,2.292682927,0
11,11,4,920.8181818,0,3.363636364,21.5,0.234042553,47,11
8,7,11.5,1317.875,0.005164195,4.875,9,0.170212766,2.41025641,37
1,-9,0,1624,0.00410596,3,2.5,0.021276596,3.032258065,3
10,2,44,1550.4,0.001324854,8,16,0.212765957,9.4,38
8,-3,1.5,1632.75,0.001325205,6.375,15,0.170212766,9.4,22
5,3,16,1240.6,0.010311897,0.6,12.5,0.227272727,0.216748768,1
2,1,12,1948,0.00492786,26,2.5,0.090909091,0.453608247,39
1,0,4,1439,0.004928361,4,0,0.045454545,0.453608247,0
1,-3,4,1811,0.002947154,88,0,0.045454545,0.75862069,10
5,0,5.5,1051.6,0.010310849,2.2,8,0.227272727,0.216748768,0
4,2,0,1013,0.002947454,4.25,4,0.181818182,0.75862069,2
2,1,0,1277.5,0,57,1,0.090909091,22,14
1,-4,2.5,1953,0.010309802,64,2.5,0.045454545,0.216748768,12
1,1,89.5,947,0,0,1,0.045454545,22,0
1,-1,0,1892,0.018601524,33,0,0.016666667,1.445783133,37
3,2,0,1381.666667,0.01032316,0.333333333,4.5,0.05,2.608695652,2
2,2,14.5,1624,0,6,3,0.033333333,60,9
1,-4,6,1457,0.010327795,0,1.5,0.016666667,2.608695652,0
4,-3,10,1366.5,0.007203962,0,5.5,0.066666667,3.75,10
5,-5,0,1473.8,0.010332435,0.6,7.5,0.083333333,2.608695652,3
10,-4,33.5,1495.2,0.007865169,37.6,15,0.166666667,3.428571429,26
14,13,89,1361.5,0.007868705,26.35714286,21,0.233333333,3.428571429,27
7,0,17.5,1344.285714,0.00472973,9.857142857,10.5,0.116666667,5.714285714,27
2,-2,24,1288,0.00720072,2,3,0.033333333,3.75,3
1,-2,0,985,0.011664424,77,2.5,0.016666667,2.307692308,2
7,5,65,1467.714286,0.001802614,11.28571429,10.5,0.116666667,15,30
2,1,0,1099.5,0.013004484,22.5,5,0.033333333,2.068965517,9
1,-1,14.5,1288,0.007872245,7,1.5,0.016666667,3.428571429,0
1,1,23.5,781,0,7,2.5,0.25,4,13
1,0,14.5,781,0.001533139,112,2.5,0.25,0.205128205,9
1,0,0,781,0.002554831,28,2.5,0.25,0.123076923,6
1,0,0,1365,0.002555031,16,2.5,0.25,0.123076923,0
2,0,0,307,0,5.5,5,0.285714286,7,1
2,2,0,307,0,4.5,5,0.285714286,7,1
3,1,0,1108.333333,0,5,7.5,0.428571429,7,0
4,0,0,1808,0.001192504,6.25,6,0.235294118,1.214285714,35
4,4,0,1647.25,0,21,6,0.235294118,17,15
3,-1,0,1808,0.002981007,3,4.5,0.176470588,0.485714286,48
1,0,0,1808,0.008175083,13,1.5,0.058823529,0.177083333,6
4,3,0,1808,0.008898161,11.75,6,0.235294118,0.162679426,14
1,-2,0,1808,0.006642821,8,1.5,0.058823529,0.217948718,14
1,1,30.5,1656,0,2,1.5,1,1,0
1,0,0,995,0.017381974,7,1.5,0.083333333,0.074074074,0
1,1,0,1347,0,29,1.5,0.083333333,12,17
2,-1,0,903,0.003811057,8.5,3,0.166666667,0.338028169,6
1,-1,2.5,1686,0.006331831,10,2.5,0.083333333,0.203389831,40
2,1,0,1807,0.004668885,8,5,0.166666667,0.275862069,39
3,2,0,1141.666667,0.003704101,7,4.5,0.25,0.347826087,12
1,-1,0,1529,0.003971662,7,2.5,0.083333333,0.324324324,4
1,0,12,1749,0.012715957,17,1.5,0.083333333,0.101265823,22
1,0,0,1001,0.002173313,6,2.5,0.333333333,0.095238095,23
1,0,0,1001,0,8,2.5,0.333333333,3,21
1,1,0,1835,0,55,2.5,0.333333333,3,0
8,4,4,1430,0.017687376,11.75,0,0.145454545,0.34375,8
12,11,0,1810,0.005089059,7.833333333,0,0.218181818,1.195652174,48
2,0,0,1448,0.017361495,7.5,0,0.036363636,0.350318471,7
1,0,63,1877,0.002102235,7,0,0.018181818,2.894736842,18
1,-5,55.5,557,0.000442625,8,0,0.018181818,13.75,10
6,5,7.5,898.8333333,0,8.333333333,0,0.109090909,55,32
1,1,60,1448,0,7,0,0.018181818,55,0
4,-4,34.5,1356.25,0.017689331,8.5,0,0.072727273,0.34375,0
3,2,0,1832.333333,0.007908417,10.33333333,0,0.054545455,0.769230769,15
1,-11,16,1877,0.00619469,6,0,0.018181818,0.982142857,7
6,-2,4,1495.5,0.017685421,19.5,0,0.109090909,0.34375,14
2,-1,0,1810,0.009455873,13.5,0,0.036363636,0.643274854,60
8,6,12,1310.375,0.017525431,8.5,0,0.145454545,0.347003155,1
2,2,0,958,0,100,0,1,2,5
1,1,0,92,0,15,0,0.066666667,15,0
2,-1,0,92,0,12,0,0.133333333,15,0
1,-1,0,92,0,44,0,0.066666667,15,0
3,2,0,92,0,4.666666667,0,0.2,15,0
5,3,0,92,0,8.6,0,0.333333333,15,0
2,1,0,92,0,43.5,0,0.133333333,15,0
1,-4,0,92,0,4,0,0.066666667,15,0
3,1,0,842,0.004448954,0.666666667,4.5,0.039473684,1.333333333,0
2,0,0,1305,0.004215128,9,3,0.026315789,1.407407407,4
3,3,0,1559.666667,0,19.66666667,7.5,0.039473684,76,31
2,0,0,1625,0.004215457,1,5,0.026315789,1.407407407,0
2,-1,0,1918,0.002850894,54,5,0.026315789,2.082191781,3
2,-9,0,1074,0.003981575,0,3,0.026315789,1.490196078,3
11,-16,0,1470.454545,0.003981886,9,16.5,0.144736842,1.490196078,4
27,18,86,1745.185185,0.003982197,25.77777778,40.5,0.355263158,1.490196078,12
3,0,0,1918,0.002148102,45.33333333,7.5,0.039473684,2.763636364,14
9,7,0,1605.555556,0.003202124,11.88888889,10.5,0.118421053,1.853658537,50
9,6,0,1672.222222,0.003592066,63.66666667,15.5,0.118421053,1.652173913,35
3,-6,0,1665,0.003514252,6.333333333,3,0.039473684,1.688888889,9
1,-4,0,1563,0.00360756,0,0,0.010989011,1.97826087,0
2,-2,4,1563,0.003608692,0.5,0,0.021978022,1.97826087,1
4,2,0,1563,0.003608975,7.25,0,0.043956044,1.97826087,0
2,0,0,1563,0.003413103,1,0,0.021978022,2.091954023,1
16,16,155.5,1476.4375,0,1.6875,0,0.175824176,91,12
2,-7,0,1563,0.003413371,1,0,0.021978022,2.091954023,0
3,0,59.5,1663.666667,0.002709069,2,0,0.032967033,2.637681159,1
9,6,0,1563,0.003413639,1.222222222,0,0.098901099,2.091954023,2
3,-10,2.5,1115,0.003021504,1.333333333,0,0.032967033,2.363636364,2
13,9,21.5,704.6923077,0.003021741,12.61538462,0,0.142857143,2.363636364,64
3,-4,10,1352.666667,0.000981624,0.333333333,0,0.032967033,7.28,15
4,1,2.5,1191.75,0.002708857,1.5,0,0.043956044,2.637681159,14
1,-3,2.5,1563,0.002904467,0,0,0.010989011,2.459459459,0
5,3,0,728.4,0.003607843,6.6,0,0.054945055,1.97826087,0
4,-1,1,1563,0.002904695,0.25,0,0.043956044,2.459459459,0
4,3,106,1227,0.002904239,0,0,0.043956044,2.459459459,2
7,-9,51.5,1563,0,1.571428571,0,0.076923077,91,9
1,-1,9,1563,0.003608409,0,0,0.010989011,1.97826087,0
5,1,0,1563,0.002708644,0.8,0,0.054945055,2.637681159,3
2,1,0,1563,0.003608126,0,0,0.021978022,1.97826087,0
1,-13,0,408,0.000288277,5,1.5,0.020833333,10.66666667,0
12,10,0,283.3333333,0,154.3333333,18,0.25,48,2
2,2,0,551.5,0,106.5,3,0.041666667,48,0
14,0,0,473.5,0.000288295,9.285714286,21,0.291666667,10.66666667,5
1,-11,0,855,0,179,1.5,0.020833333,48,3
4,3,0,1424,0.000288258,14.25,6,0.083333333,10.66666667,5
14,13,6,1518.142857,0.000288314,15.92857143,6,0.291666667,10.66666667,4
4,-1,0,891,0.009672619,18.25,6,0.129032258,1.58974359,0
5,4,0,891,0.009677419,17.2,7.5,0.161290323,1.58974359,1
1,0,0,891,0.009682224,4,1.5,0.032258065,1.58974359,0
1,-5,0,891,0.009687034,6,1.5,0.032258065,1.58974359,0
1,0,3,640,0.004230961,17,1.5,0.032258065,3.647058824,5
4,2,0,640,0.008702138,29.5,6,0.129032258,1.771428571,5
2,-2,0,891,0.009667824,30.5,3,0.064516129,1.58974359,0
6,2,0,891,0.009691849,3.333333333,9,0.193548387,1.58974359,0
1,1,0,640,0,3,1.5,0.032258065,31,5
2,0,0,891,0.009663033,23,3,0.064516129,1.58974359,3
2,1,0,640,0.008706468,26.5,3,0.064516129,1.771428571,0
2,0,0,891,0.009658247,7.5,3,0.064516129,1.58974359,1
1,1,0,864,0,9,2.5,0.111111111,9,8
1,0,0,864,0.010578718,6,2.5,0.111111111,0.264705882,3
1,0,34.5,864,0.011975117,6,2.5,0.111111111,0.233766234,0
1,-1,3,392,0.014134824,7,2.5,0.111111111,0.197802198,4
2,1,35,628,0.013673089,7,5,0.222222222,0.204545455,6
1,0,3,864,0.013677339,2,2.5,0.111111111,0.204545455,0
1,0,0,864,0.003579209,12,2.5,0.111111111,0.782608696,15
1,0,0,864,0.011971393,13,2.5,0.111111111,0.233766234,4
1,1,0,1897,0,30,0,0.125,8,9
1,0,44.5,1897,0.00210862,38,0,0.125,0.390243902,14
2,1,23,1737,0.009973268,5.5,2,0.25,0.082474227,0
1,0,0,1819,0.004988172,12,1,0.125,0.164948454,4
1,-1,0,1608,0.009972242,8,1,0.125,0.082474227,5
1,0,0,1766,0.00555327,2,1,0.125,0.148148148,17
1,0,0,1737,0.009768638,25,1.5,0.125,0.084210526,2
1,0,0,1430,0.008138352,7,0,0.076923077,0.40625,2
1,0,18,1217,0.006359705,5,0,0.076923077,0.52,4
